date,session_key,stop_duration,meeting_key,driver_number,lap_number,lane_duration,pit_duration
2023-06-02T15:00:53.123000+00:00,9096,,1211,44,1,,
2023-06-02T15:00:59.248000+00:00,9096,,1211,2,1,,
2023-06-02T15:01:02.373000+00:00,9096,,1211,11,1,,
2023-06-02T15:01:03.701000+00:00,9096,,1211,10,1,,
2023-06-02T15:01:10.779000+00:00,9096,,1211,4,1,,
2023-06-02T15:01:12.419000+00:00,9096,,1211,20,1,,
2023-06-02T15:01:14.779000+00:00,9096,,1211,23,1,,
2023-06-02T15:01:16.294000+00:00,9096,,1211,1,1,,
2023-06-02T15:01:17.372000+00:00,9096,,1211,55,1,,
2023-06-02T15:01:24.029000+00:00,9096,,1211,18,1,,
2023-06-02T15:01:33.966000+00:00,9096,,1211,16,1,,
2023-06-02T15:01:34.919000+00:00,9096,,1211,27,1,,
2023-06-02T15:01:51.935000+00:00,9096,,1211,63,1,,
2023-06-02T15:06:59.931000+00:00,9096,,1211,55,4,21.9,21.9
2023-06-02T15:07:15.384000+00:00,9096,,1211,16,4,17.4,17.4
2023-06-02T15:08:13.196000+00:00,9096,,1211,63,5,22.5,22.5
2023-06-02T15:08:47.820000+00:00,9096,,1211,14,7,22.6,22.6
2023-06-02T15:09:27.070000+00:00,9096,,1211,44,6,23.2,23.2
2023-06-02T15:09:34.320000+00:00,9096,,1211,1,6,27.8,27.8
2023-06-02T15:09:59.163000+00:00,9096,,1211,11,6,25.4,25.4
2023-06-02T15:10:20.491000+00:00,9096,,1211,18,7,22.6,22.6
2023-06-02T15:10:55.569000+00:00,9096,,1211,81,7,22.5,22.5
2023-06-02T15:11:43.959000+00:00,9096,,1211,24,8,17.2,17.2
2023-06-02T15:11:50.490000+00:00,9096,,1211,77,8,19.0,19.0
2023-06-02T15:14:49.129000+00:00,9096,,1211,22,8,192.3,192.3
2023-06-02T15:15:18.269000+00:00,9096,,1211,21,8,307.8,307.8
2023-06-02T15:19:00.735000+00:00,9096,,1211,55,7,391.7,391.7
2023-06-02T15:19:14.469000+00:00,9096,,1211,16,7,407.1,407.1
2023-06-02T15:19:50.657000+00:00,9096,,1211,23,8,433.3,433.3
2023-06-02T15:19:59.422000+00:00,9096,,1211,2,8,476.2,476.2
2023-06-02T15:21:50.171000+00:00,9096,,1211,77,9,484.7,484.7
2023-06-02T15:22:07.311000+00:00,9096,,1211,1,9,463.6,463.6
2023-06-02T15:22:23.483000+00:00,9096,,1211,10,8,621.6,621.6
2023-06-02T15:22:28.889000+00:00,9096,,1211,31,8,636.2,636.2
2023-06-02T15:22:54.576000+00:00,9096,,1211,27,8,616.3,616.3
2023-06-02T15:23:10.842000+00:00,9096,,1211,4,8,597.9,597.9
2023-06-02T15:23:13.623000+00:00,9096,,1211,24,9,589.6,589.6
2023-06-02T15:24:54.122000+00:00,9096,,1211,23,11,16.6,16.6
2023-06-02T15:25:09.934000+00:00,9096,,1211,2,11,16.6,16.6
2023-06-02T15:25:25.668000+00:00,9096,,1211,44,11,512.4,512.4
2023-06-02T15:25:31.496000+00:00,9096,,1211,20,7,874.7,874.7
2023-06-02T15:26:26.340000+00:00,9096,,1211,63,11,538.8,538.8
2023-06-02T15:26:39.527000+00:00,9096,,1211,22,14,129.4,129.4
2023-06-02T15:27:06.042000+00:00,9096,,1211,77,12,19.3,19.3
2023-06-02T15:27:08.433000+00:00,9096,,1211,21,14,187.0,187.0
2023-06-02T15:28:06.870000+00:00,9096,,1211,31,11,16.6,16.6
2023-06-02T15:28:10.870000+00:00,9096,,1211,10,11,16.9,16.9
2023-06-02T15:28:22.744000+00:00,9096,,1211,14,14,520.9,520.9
2023-06-02T15:28:39.713000+00:00,9096,,1211,24,12,18.1,18.1
2023-06-02T15:30:47.399000+00:00,9096,,1211,81,12,741.0,741.0
2023-06-02T15:30:54.477000+00:00,9096,,1211,18,14,568.3,568.3
2023-06-02T15:30:57.274000+00:00,9096,,1211,11,12,691.4,691.4
2023-06-02T15:31:08.086000+00:00,9096,,1211,44,14,30.8,30.8
2023-06-02T15:31:12.899000+00:00,9096,,1211,55,10,450.8,450.8
2023-06-02T15:31:47.476000+00:00,9096,,1211,16,10,467.4,467.4
2023-06-02T15:32:18.617000+00:00,9096,,1211,1,12,343.6,343.6
2023-06-02T15:33:46.756000+00:00,9096,,1211,27,11,351.6,351.6
2023-06-02T15:35:31.583000+00:00,9096,,1211,23,14,357.2,357.2
2023-06-02T15:36:01.364000+00:00,9096,,1211,2,14,367.3,367.3
2023-06-02T15:38:11.222000+00:00,9096,,1211,63,14,442.9,442.9
2023-06-02T15:38:16.394000+00:00,9096,,1211,77,15,368.3,368.3
2023-06-02T15:39:29.268000+00:00,9096,,1211,4,14,372.5,372.5
2023-06-02T15:39:56.705000+00:00,9096,,1211,31,14,409.5,409.5
2023-06-02T15:41:09.329000+00:00,9096,,1211,10,14,487.7,487.7
2023-06-02T15:41:14.126000+00:00,9096,,1211,81,15,358.1,358.1
2023-06-02T15:41:22.001000+00:00,9096,,1211,11,15,358.9,358.9
2023-06-02T15:41:49.141000+00:00,9096,,1211,24,15,504.5,504.5
2023-06-02T15:42:12.563000+00:00,9096,,1211,22,20,327.1,327.1
2023-06-02T15:42:22.516000+00:00,9096,,1211,44,17,410.5,410.5
2023-06-02T15:43:11.516000+00:00,9096,,1211,21,20,433.8,433.8
2023-06-02T15:43:14.078000+00:00,9096,,1211,23,19,31.9,31.9
2023-06-02T15:43:25.640000+00:00,9096,,1211,16,18,22.1,22.1
2023-06-02T15:45:34.139000+00:00,9096,,1211,4,18,22.1,22.1
2023-06-02T15:45:37.483000+00:00,9096,,1211,14,19,546.7,546.7
2023-06-02T15:47:09.232000+00:00,9096,,1211,18,20,390.9,390.9
2023-06-02T15:47:23.669000+00:00,9096,,1211,20,13,679.7,679.7
2023-06-02T15:47:50.091000+00:00,9096,,1211,1,23,22.3,22.3
2023-06-02T15:48:19.637000+00:00,9096,,1211,77,22,22.7,22.7
2023-06-02T15:48:54.340000+00:00,9096,,1211,2,23,23.2,23.2
2023-06-02T15:49:26.183000+00:00,9096,,1211,55,23,22.1,22.1
2023-06-02T15:50:45.354000+00:00,9096,,1211,24,21,24.2,24.2
2023-06-02T15:50:48.682000+00:00,9096,,1211,14,22,51.2,51.2
2023-06-02T15:52:35.181000+00:00,9096,,1211,44,24,22.6,22.6
2023-06-02T15:56:28.850000+00:00,9096,,1211,23,28,33.8,33.8
2023-06-02T15:57:26.396000+00:00,9096,,1211,27,28,23.9,23.9
2023-06-02T15:57:29.678000+00:00,9096,,1211,21,30,22.9,22.9
2023-06-02T15:58:09.615000+00:00,9096,,1211,81,27,22.9,22.9
2023-06-02T15:59:39.286000+00:00,9096,,1211,11,28,22.0,22.0
2023-06-03T10:30:03.310000+00:00,9097,,1211,2,1,,
2023-06-03T10:30:04.763000+00:00,9097,,1211,23,1,,
2023-06-03T10:30:08.357000+00:00,9097,,1211,20,1,,
2023-06-03T10:30:09.857000+00:00,9097,,1211,27,1,,
2023-06-03T10:30:12.341000+00:00,9097,,1211,21,1,,
2023-06-03T10:30:16.544000+00:00,9097,,1211,11,1,,
2023-06-03T10:30:19.013000+00:00,9097,,1211,22,1,,
2023-06-03T10:30:20.560000+00:00,9097,,1211,63,1,,
2023-06-03T10:30:26.779000+00:00,9097,,1211,81,1,,
2023-06-03T10:30:30.826000+00:00,9097,,1211,4,1,,
2023-06-03T10:30:32.825000+00:00,9097,,1211,18,1,,
2023-06-03T10:30:34.560000+00:00,9097,,1211,55,1,,
2023-06-03T10:30:41.263000+00:00,9097,,1211,44,1,,
2023-06-03T10:30:44.060000+00:00,9097,,1211,77,1,,
2023-06-03T10:30:45.263000+00:00,9097,,1211,14,1,,
2023-06-03T10:30:47.685000+00:00,9097,,1211,24,1,,
2023-06-03T10:30:55.669000+00:00,9097,,1211,31,1,,
2023-06-03T10:31:09.465000+00:00,9097,,1211,1,1,,
2023-06-03T10:31:13.934000+00:00,9097,,1211,10,1,,
2023-06-03T10:31:19.965000+00:00,9097,,1211,16,1,,
2023-06-03T10:32:20.636000+00:00,9097,,1211,21,2,27.7,27.7
2023-06-03T10:32:29.183000+00:00,9097,,1211,22,2,27.4,27.4
2023-06-03T10:34:22.134000+00:00,9097,,1211,55,3,22.8,22.8
2023-06-03T10:34:53.961000+00:00,9097,,1211,16,3,22.2,22.2
2023-06-03T10:35:13.024000+00:00,9097,,1211,2,4,23.6,23.6
2023-06-03T10:35:26.242000+00:00,9097,,1211,23,4,25.0,25.0
2023-06-03T10:36:07.960000+00:00,9097,,1211,31,4,24.0,24.0
2023-06-03T10:36:20.647000+00:00,9097,,1211,10,4,25.1,25.1
2023-06-03T11:01:02.730000+00:00,9097,,1211,4,6,,
2023-06-03T11:08:40.581000+00:00,9097,,1211,16,6,2048.8,2048.8
2023-06-03T11:08:51.503000+00:00,9097,,1211,55,6,2092.2,2092.2
2023-06-03T11:12:09.453000+00:00,9097,,1211,20,6,,
2023-06-03T11:12:13.781000+00:00,9097,,1211,31,6,2189.8,2189.8
2023-06-03T11:12:18.156000+00:00,9097,,1211,4,7,573.1,573.1
2023-06-03T11:12:26.655000+00:00,9097,,1211,81,6,,
2023-06-03T11:13:11.858000+00:00,9097,,1211,27,6,2084.5,2084.5
2023-06-03T11:13:45.623000+00:00,9097,,1211,63,6,,
2023-06-03T11:14:05.341000+00:00,9097,,1211,18,6,,
2023-06-03T11:14:14.403000+00:00,9097,,1211,10,6,2298.9,2298.9
2023-06-03T11:14:23.497000+00:00,9097,,1211,11,6,,
2023-06-03T11:14:24.966000+00:00,9097,,1211,23,6,2363.7,2363.7
2023-06-03T11:14:26.450000+00:00,9097,,1211,21,7,2553.6,2553.6
2023-06-03T11:14:42.669000+00:00,9097,,1211,1,5,,
2023-06-03T11:15:20.777000+00:00,9097,,1211,22,7,2599.0,2599.0
2023-06-03T11:17:13.025000+00:00,9097,,1211,20,9,18.3,18.3
2023-06-03T11:17:38.478000+00:00,9097,,1211,24,6,,
2023-06-03T11:17:44.353000+00:00,9097,,1211,77,6,,
2023-06-03T11:18:04.243000+00:00,9097,,1211,27,9,17.6,17.6
2023-06-03T11:18:40.258000+00:00,9097,,1211,55,12,18.6,18.6
2023-06-03T11:19:50.147000+00:00,9097,,1211,1,8,18.3,18.3
2023-06-03T11:20:01.319000+00:00,9097,,1211,16,10,269.1,269.1
2023-06-03T11:20:10.131000+00:00,9097,,1211,14,6,,
2023-06-03T11:21:14.287000+00:00,9097,,1211,4,12,33.5,33.5
2023-06-03T11:24:25.346000+00:00,9097,,1211,55,14,130.1,130.1
2023-06-03T11:24:28.721000+00:00,9097,,1211,21,12,117.3,117.3
2023-06-03T11:24:49.673000+00:00,9097,,1211,23,12,30.8,30.8
2023-06-03T11:24:58.548000+00:00,9097,,1211,16,13,24.6,24.6
2023-06-03T11:25:34.485000+00:00,9097,,1211,14,9,34.3,34.3
2023-06-03T11:25:55.485000+00:00,9097,,1211,18,10,301.8,301.8
2023-06-03T11:26:00.656000+00:00,9097,,1211,22,12,134.8,134.8
2023-06-03T11:26:20.844000+00:00,9097,,1211,24,11,24.5,24.5
2023-06-03T11:26:32.984000+00:00,9097,,1211,77,11,24.4,24.4
2023-06-03T11:26:35.625000+00:00,9097,,1211,63,12,185.6,185.6
2023-06-03T11:27:01.483000+00:00,9097,,1211,1,11,130.3,130.3
2023-06-03T11:27:05.968000+00:00,9097,,1211,81,13,198.3,198.3
2023-06-03T11:27:14.968000+00:00,9097,,1211,44,6,,
2023-06-03T11:27:16.874000+00:00,9097,,1211,11,11,266.8,266.8
2023-06-03T11:28:47.903000+00:00,9097,,1211,20,10,573.1,573.1
2023-06-03T11:28:54.466000+00:00,9097,,1211,31,13,314.4,314.4
2023-06-03T11:28:56.872000+00:00,9097,,1211,1,12,16.5,16.5
2023-06-03T11:29:15.419000+00:00,9097,,1211,10,12,309.3,309.3
2023-06-03T11:29:17.231000+00:00,9097,,1211,27,10,569.8,569.8
2023-06-03T14:00:05.116000+00:00,9098,,1211,22,1,,
2023-06-03T14:00:09.928000+00:00,9098,,1211,63,1,,
2023-06-03T14:00:11.772000+00:00,9098,,1211,21,1,,
2023-06-03T14:00:17.303000+00:00,9098,,1211,31,1,,
2023-06-03T14:00:26.241000+00:00,9098,,1211,44,1,,
2023-06-03T14:00:37.787000+00:00,9098,,1211,10,1,,
2023-06-03T14:00:42.381000+00:00,9098,,1211,18,1,,
2023-06-03T14:00:49.912000+00:00,9098,,1211,14,1,,
2023-06-03T14:00:52.803000+00:00,9098,,1211,20,1,,
2023-06-03T14:00:54.068000+00:00,9098,,1211,27,1,,
2023-06-03T14:00:56.224000+00:00,9098,,1211,77,1,,
2023-06-03T14:00:58.396000+00:00,9098,,1211,24,1,,
2023-06-03T14:01:00.443000+00:00,9098,,1211,11,1,,
2023-06-03T14:01:05.224000+00:00,9098,,1211,1,1,,
2023-06-03T14:01:09.834000+00:00,9098,,1211,4,1,,
2023-06-03T14:01:13.083000+00:00,9098,,1211,81,1,,
2023-06-03T14:01:15.193000+00:00,9098,,1211,23,1,,
2023-06-03T14:02:49.597000+00:00,9098,,1211,55,1,,
2023-06-03T14:02:58.972000+00:00,9098,,1211,16,1,,
2023-06-03T14:03:31.925000+00:00,9098,,1211,22,3,24.6,24.6
2023-06-03T14:12:02.478000+00:00,9098,,1211,77,3,,
2023-06-03T14:12:05.525000+00:00,9098,,1211,24,3,,
2023-06-03T14:12:10.165000+00:00,9098,,1211,16,2,,
2023-06-03T14:12:13.056000+00:00,9098,,1211,55,2,,
2023-06-03T14:12:19.415000+00:00,9098,,1211,11,3,,
2023-06-03T14:12:25.384000+00:00,9098,,1211,1,3,,
2023-06-03T14:12:27.587000+00:00,9098,,1211,81,3,,
2023-06-03T14:12:31.196000+00:00,9098,,1211,31,4,,
2023-06-03T14:12:35.649000+00:00,9098,,1211,22,4,568.0,568.0
2023-06-03T14:12:38.915000+00:00,9098,,1211,21,3,565.1,565.1
2023-06-03T14:12:56.774000+00:00,9098,,1211,18,4,,
2023-06-03T14:13:01.040000+00:00,9098,,1211,4,3,,
2023-06-03T14:13:04.696000+00:00,9098,,1211,20,4,,
2023-06-03T14:13:14.696000+00:00,9098,,1211,10,4,,
2023-06-03T14:13:17.742000+00:00,9098,,1211,14,4,,
2023-06-03T14:13:20.258000+00:00,9098,,1211,27,4,,
2023-06-03T14:14:37.663000+00:00,9098,,1211,2,1,,
2023-06-03T14:14:55.850000+00:00,9098,,1211,63,4,,
2023-06-03T14:14:58.975000+00:00,9098,,1211,44,4,,
2023-06-03T14:15:09.490000+00:00,9098,,1211,23,3,,
2023-06-03T14:16:30.567000+00:00,9098,,1211,21,5,25.7,25.7
2023-06-03T14:20:42.406000+00:00,9098,,1211,18,7,196.5,196.5
2023-06-03T14:22:14.639000+00:00,9098,,1211,11,8,118.9,118.9
2023-06-03T14:22:39.873000+00:00,9098,,1211,23,6,171.1,171.1
2023-06-03T14:22:42.186000+00:00,9098,,1211,2,4,209.8,209.8
2023-06-03T14:22:53.170000+00:00,9098,,1211,10,7,305.7,305.7
2023-06-03T14:22:55.482000+00:00,9098,,1211,14,7,313.0,313.0
2023-06-03T14:22:58.029000+00:00,9098,,1211,20,7,328.4,328.4
2023-06-03T14:23:01.341000+00:00,9098,,1211,27,7,311.7,311.7
2023-06-03T14:23:04.326000+00:00,9098,,1211,16,8,107.4,107.4
2023-06-03T14:23:07.294000+00:00,9098,,1211,31,7,365.7,365.7
2023-06-03T14:23:12.997000+00:00,9098,,1211,22,9,182.0,182.0
2023-06-03T14:23:15.872000+00:00,9098,,1211,21,8,147.8,147.8
2023-06-03T14:23:28.372000+00:00,9098,,1211,81,7,293.8,293.8
2023-06-03T14:23:31.716000+00:00,9098,,1211,4,8,183.5,183.5
2023-06-03T14:23:34.153000+00:00,9098,,1211,55,8,100.5,100.5
2023-06-03T14:23:35.919000+00:00,9098,,1211,77,8,232.0,232.0
2023-06-03T14:23:42.059000+00:00,9098,,1211,24,8,227.0,227.0
2023-06-03T14:24:02.622000+00:00,9098,,1211,63,9,108.3,108.3
2023-06-03T14:24:10.512000+00:00,9098,,1211,44,9,91.9,91.9
2023-06-03T14:34:03.236000+00:00,9098,,1211,1,10,574.6,574.6
2023-06-03T14:34:08.767000+00:00,9098,,1211,11,11,452.6,452.6
2023-06-03T14:34:55.438000+00:00,9098,,1211,55,11,379.0,379.0
2023-06-03T14:35:52.312000+00:00,9098,,1211,22,12,480.7,480.7
2023-06-03T14:37:28.466000+00:00,9098,,1211,63,12,542.7,542.7
2023-06-03T14:37:31.154000+00:00,9098,,1211,18,12,568.6,568.6
2023-06-03T14:37:32.138000+00:00,9098,,1211,44,12,541.9,541.9
2023-06-03T14:37:34.935000+00:00,9098,,1211,21,11,568.0,568.0
2023-06-03T14:37:37.435000+00:00,9098,,1211,31,10,568.1,568.1
2023-06-03T14:37:39.826000+00:00,9098,,1211,14,10,617.8,617.8
2023-06-03T14:37:42.232000+00:00,9098,,1211,24,11,527.1,527.1
2023-06-03T14:37:57.091000+00:00,9098,,1211,4,11,576.8,576.8
2023-06-03T14:38:06.685000+00:00,9098,,1211,27,10,633.9,633.9
2023-06-03T14:38:11.966000+00:00,9098,,1211,81,9,681.2,681.2
2023-06-03T14:38:16.731000+00:00,9098,,1211,10,10,647.4,647.4
2023-06-03T14:44:54.505000+00:00,9098,,1211,11,14,377.0,377.0
2023-06-03T14:44:57.552000+00:00,9098,,1211,22,16,190.9,190.9
2023-06-03T14:44:58.396000+00:00,9098,,1211,27,13,153.7,153.7
2023-06-03T14:45:04.536000+00:00,9098,,1211,63,15,202.5,202.5
2023-06-03T14:45:09.302000+00:00,9098,,1211,1,13,366.8,366.8
2023-06-03T14:45:18.505000+00:00,9098,,1211,55,14,362.7,362.7
2023-06-03T14:45:28.208000+00:00,9098,,1211,10,13,167.1,167.1
2023-06-03T14:45:37.708000+00:00,9098,,1211,18,15,216.7,216.7
2023-06-03T14:45:40.708000+00:00,9098,,1211,31,13,203.1,203.1
2023-06-03T14:45:57.598000+00:00,9098,,1211,4,14,213.8,213.8
2023-06-03T14:46:01.114000+00:00,9098,,1211,24,14,219.8,219.8
2023-06-03T14:46:13.035000+00:00,9098,,1211,14,13,238.1,238.1
2023-06-03T14:46:19.020000+00:00,9098,,1211,81,12,227.7,227.7
2023-06-03T14:46:22.426000+00:00,9098,,1211,21,14,257.6,257.6
2023-06-03T14:46:55.331000+00:00,9098,,1211,44,16,198.9,198.9
2023-06-03T14:57:35.679000+00:00,9098,,1211,81,15,404.2,404.2
2023-06-03T14:57:49.195000+00:00,9098,,1211,31,16,451.9,451.9
2023-06-03T14:57:55.476000+00:00,9098,,1211,10,16,464.0,464.0
2023-06-03T14:58:05.726000+00:00,9098,,1211,1,16,499.3,499.3
2023-06-03T14:58:08.601000+00:00,9098,,1211,18,18,475.1,475.1
2023-06-03T14:58:27.194000+00:00,9098,,1211,55,17,502.5,502.5
2023-06-03T14:58:34.459000+00:00,9098,,1211,4,17,486.0,486.0
2023-06-03T14:59:03.818000+00:00,9098,,1211,44,18,542.1,542.1
2023-06-03T15:02:20.268000+00:00,9098,,1211,27,16,770.8,770.8
2023-06-03T15:05:59.092000+00:00,9098,,1211,14,16,910.7,910.7
2023-06-03T15:06:03.545000+00:00,9098,,1211,55,20,198.1,198.1
2023-06-03T15:06:05.420000+00:00,9098,,1211,18,21,218.2,218.2
2023-06-03T15:06:08.654000+00:00,9098,,1211,31,19,228.9,228.9
2023-06-03T15:06:13.311000+00:00,9098,,1211,4,20,202.2,202.2
2023-06-03T15:06:16.639000+00:00,9098,,1211,81,18,262.3,262.3
2023-06-03T15:06:31.857000+00:00,9098,,1211,10,19,247.8,247.8
2023-06-03T15:06:56.810000+00:00,9098,,1211,1,19,271.0,271.0
2023-06-03T15:07:00.591000+00:00,9098,,1211,44,21,237.4,237.4
2023-06-04T13:05:22.607000+00:00,9102,,1211,4,1,37.7,37.7
2023-06-04T13:10:42.773000+00:00,9102,,1211,77,5,23.6,23.6
